Date,Monthly_MSL,Linear_Trend,High_Conf.,Low_Conf.
1990-10,0.076,-0.016,-0.009,-0.023
1990-11,0.068,-0.016,-0.009,-0.023
1990-12,0.012,-0.016,-0.009,-0.023
1991-01,0.028,-0.016,-0.009,-0.023
1991-02,0.052,-0.016,-0.009,-0.023
1991-03,-0.003,-0.016,-0.009,-0.023
1991-04,-0.03,-0.015,-0.008,-0.022
1991-05,-0.041,-0.015,-0.008,-0.022
1991-06,-0.008,-0.015,-0.008,-0.022
1991-07,0.01,-0.015,-0.008,-0.022
1991-08,-0.02,-0.015,-0.008,-0.022
1991-09,0.006,-0.015,-0.008,-0.022
1991-10,0.049,-0.014,-0.007,-0.021
1991-11,0.061,-0.014,-0.007,-0.021
1991-12,0.028,-0.014,-0.007,-0.021
1992-01,0.108,-0.014,-0.007,-0.021
1992-02,0.116,-0.014,-0.007,-0.021
1992-03,0.158,-0.014,-0.007,-0.021
1992-04,0.083,-0.013,-0.006,-0.02
1992-05,0.044,-0.013,-0.006,-0.02
1992-06,-0.011,-0.013,-0.006,-0.02
1992-07,0.034,-0.013,-0.006,-0.02
1992-08,0.022,-0.013,-0.006,-0.02
1992-09,-0.009,-0.013,-0.006,-0.02
1992-10,0.036,-0.012,-0.005,-0.019
1992-11,0.077,-0.012,-0.005,-0.019
1992-12,0.025,-0.012,-0.005,-0.019
1993-01,0.101,-0.012,-0.005,-0.019
1993-02,0.054,-0.012,-0.005,-0.019
1993-03,0.037,-0.012,-0.005,-0.019
1993-04,0.019,-0.011,-0.004,-0.018
1993-05,0.035,-0.011,-0.004,-0.018
1993-06,0.044,-0.011,-0.004,-0.018
1993-07,0.034,-0.011,-0.004,-0.018
1993-08,0.001,-0.011,-0.004,-0.018
1993-09,-0.006,-0.011,-0.004,-0.018
1993-10,0.027,-0.01,-0.003,-0.017
1993-11,0.002,-0.01,-0.003,-0.017
1993-12,-0.034,-0.01,-0.003,-0.017
1994-01,-0.018,-0.01,-0.003,-0.017
1994-02,-0.052,-0.01,-0.003,-0.017
1994-03,0.02,-0.01,-0.003,-0.017
1994-04,-0.058,-0.009,-0.002,-0.016
1994-05,-0.043,-0.009,-0.002,-0.016
1994-06,-0.049,-0.009,-0.002,-0.016
1994-07,-0.019,-0.009,-0.002,-0.016
1994-08,0.005,-0.009,-0.002,-0.016
1994-09,-0.02,-0.009,-0.002,-0.016
1994-10,0.004,-0.008,-0.001,-0.015
1994-11,-0.019,-0.008,-0.001,-0.015
1994-12,-0.024,-0.008,-0.001,-0.015
1995-01,-0.001,-0.008,-0.001,-0.015
1995-02,0.033,-0.008,0.0,-0.016
1995-03,0.019,-0.008,0.0,-0.016
1995-04,-0.035,-0.007,0.001,-0.015
1995-05,-0.049,-0.007,0.001,-0.015
1995-06,-0.02,-0.007,0.001,-0.015
1995-07,-0.018,-0.007,0.001,-0.015
1995-08,0.028,-0.007,0.001,-0.015
1995-09,-0.005,-0.007,0.001,-0.015
1995-10,-0.034,-0.006,0.002,-0.014
1995-11,-0.033,-0.006,0.002,-0.014
1995-12,-0.009,-0.006,0.002,-0.014
1996-01,-0.054,-0.006,0.002,-0.014
1996-02,-0.013,-0.006,0.002,-0.014
1996-03,-0.018,-0.006,0.002,-0.014
1996-04,-0.029,-0.005,0.003,-0.013
1996-05,0.013,-0.005,0.003,-0.013
1996-06,-0.015,-0.005,0.003,-0.013
1996-07,-0.035,-0.005,0.003,-0.013
1996-08,-0.006,-0.005,0.003,-0.013
1996-09,0.012,-0.005,0.003,-0.013
1996-10,-0.001,-0.004,0.004,-0.012
1996-11,-0.037,-0.004,0.004,-0.012
1996-12,-0.036,-0.004,0.004,-0.012
1997-01,-0.031,-0.004,0.004,-0.012
1997-02,-0.021,-0.004,0.004,-0.012
1997-03,0.047,-0.004,0.004,-0.012
1997-04,0.013,-0.003,0.005,-0.011
1997-05,0.103,-0.003,0.005,-0.011
1997-06,0.081,-0.003,0.005,-0.011
1997-07,0.059,-0.003,0.005,-0.011
1997-08,0.095,-0.003,0.005,-0.011
1997-09,0.12,-0.003,0.005,-0.011
1997-10,0.174,-0.002,0.006,-0.01
1997-11,0.204,-0.002,0.006,-0.01
1997-12,0.185,-0.002,0.006,-0.01
1998-01,0.146,-0.002,0.006,-0.01
1998-02,0.079,-0.002,0.006,-0.01
1998-03,0.074,-0.001,0.007,-0.009
1998-04,-0.006,-0.001,0.007,-0.009
1998-05,0.002,-0.001,0.007,-0.009
1998-06,0.004,-0.001,0.007,-0.009
1998-07,0.049,-0.001,0.007,-0.009
1998-08,0.055,-0.001,0.007,-0.009
1998-09,0.018,0.0,0.008,-0.008
1998-10,-0.01,0.0,0.008,-0.008
1998-11,-0.013,0.0,0.008,-0.008
1998-12,-0.084,0.0,0.008,-0.008
1999-01,-0.037,0.0,0.008,-0.008
1999-02,-0.079,0.0,0.008,-0.008
1999-03,-0.033,0.001,0.009,-0.007
1999-04,-0.02,0.001,0.009,-0.007
1999-05,0.014,0.001,0.009,-0.007
1999-06,-0.012,0.001,0.009,-0.007
1999-07,-0.016,0.001,0.009,-0.007
1999-08,-0.056,0.001,0.009,-0.007
1999-09,-0.082,0.002,0.01,-0.006
1999-10,-0.072,0.002,0.01,-0.006
1999-11,-0.098,0.002,0.01,-0.006
1999-12,-0.083,0.002,0.01,-0.006
2000-01,-0.051,0.002,0.01,-0.006
2000-02,-0.047,0.002,0.01,-0.006
2000-03,-0.002,0.003,0.011,-0.005
2000-04,-0.018,0.003,0.011,-0.005
2000-05,0.009,0.003,0.011,-0.005
2000-06,0.036,0.003,0.011,-0.005
2000-07,0.011,0.003,0.011,-0.005
2000-08,-0.026,0.003,0.011,-0.005
2000-09,-0.024,0.004,0.012,-0.004
2000-10,-0.045,0.004,0.012,-0.004
2000-11,-0.06,0.004,0.012,-0.004
2000-12,-0.086,0.004,0.012,-0.004
2001-01,-0.054,0.004,0.012,-0.004
2001-02,-0.048,0.004,0.012,-0.004
2001-03,-0.002,0.005,0.013,-0.003
2001-04,-0.05,0.005,0.013,-0.003
2001-05,0.03,0.005,0.013,-0.003
2001-06,0.004,0.005,0.013,-0.003
2001-07,-0.03,0.005,0.013,-0.003
2001-08,-0.016,0.005,0.013,-0.003
2001-09,-0.013,0.006,0.014,-0.002
2001-10,-0.039,0.006,0.014,-0.002
2001-11,-0.062,0.006,0.014,-0.002
2001-12,-0.067,0.006,0.014,-0.002
2002-01,-0.053,0.006,0.014,-0.002
2002-02,-0.027,0.006,0.014,-0.002
2002-03,-0.046,0.007,0.015,-0.001
2002-04,-0.041,0.007,0.015,-0.001
2002-05,-0.048,0.007,0.015,-0.001
2002-06,-0.02,0.007,0.015,-0.001
2002-07,-0.014,0.007,0.015,-0.001
2002-08,-0.044,0.007,0.015,-0.001
2002-09,0.005,0.008,0.016,0.0
2002-10,-0.022,0.008,0.017,-0.001
2002-11,0.045,0.008,0.017,-0.001
2002-12,0.003,0.008,0.017,-0.001
2003-01,-0.003,0.008,0.017,-0.001
2003-02,0.071,0.008,0.017,-0.001
2003-03,-0.065,0.009,0.018,0.0
2003-04,-0.014,0.009,0.018,0.0
2003-05,-0.022,0.009,0.018,0.0
2003-06,-0.006,0.009,0.018,0.0
2003-07,0.01,0.009,0.018,0.0
2003-08,0.006,0.009,0.018,0.0
2003-09,-0.005,0.01,0.019,0.001
2003-10,0.07,0.01,0.019,0.001
2003-11,0.0,0.01,0.019,0.001
2003-12,-0.013,0.01,0.019,0.001
2004-01,0.016,0.01,0.019,0.001
2004-02,-0.032,0.01,0.019,0.001
2004-03,0.043,0.011,0.02,0.002
2004-04,0.004,0.011,0.02,0.002
2004-05,0.048,0.011,0.02,0.002
2004-06,0.047,0.011,0.02,0.002
2004-07,-0.01,0.011,0.02,0.002
2004-08,-0.007,0.011,0.02,0.002
2004-09,0.062,0.012,0.021,0.003
2004-10,0.045,0.012,0.021,0.003
2004-11,0.026,0.012,0.021,0.003
2004-12,0.041,0.012,0.021,0.003
2005-01,0.07,0.012,0.021,0.003
2005-02,0.086,0.012,0.021,0.003
2005-03,0.022,0.013,0.022,0.004
2005-04,0.033,0.013,0.022,0.004
2005-05,0.042,0.013,0.022,0.004
2005-06,0.0,0.013,0.022,0.004
2005-07,0.035,0.013,0.022,0.004
2005-08,0.019,0.013,0.022,0.004
2005-09,-0.033,0.014,0.023,0.005
2005-10,-0.006,0.014,0.023,0.005
2005-11,-0.019,0.014,0.023,0.005
2005-12,-0.035,0.014,0.023,0.005
2006-01,-0.065,0.014,0.023,0.005
2006-02,-0.028,0.014,0.023,0.005
2006-03,-0.05,0.015,0.024,0.006
2006-04,-0.009,0.015,0.024,0.006
2006-05,0.017,0.015,0.024,0.006
2006-06,0.007,0.015,0.024,0.006
2006-07,0.058,0.015,0.024,0.006
2006-08,0.014,0.016,0.025,0.007
2006-09,0.022,0.016,0.025,0.007
2006-10,0.034,0.016,0.025,0.007
2006-11,0.035,0.016,0.025,0.007
2006-12,0.005,0.016,0.025,0.007
2007-01,-0.001,0.016,0.025,0.007
2007-02,-0.038,0.017,0.026,0.008
2007-03,-0.053,0.017,0.026,0.008
2007-04,-0.019,0.017,0.026,0.008
2007-05,-0.028,0.017,0.026,0.008
2007-06,-0.019,0.017,0.026,0.008
2007-07,0.021,0.017,0.026,0.008
2007-08,0.004,0.018,0.027,0.009
2007-09,-0.021,0.018,0.027,0.009
2007-10,-0.056,0.018,0.027,0.009
2007-11,-0.046,0.018,0.027,0.009
2007-12,-0.046,0.018,0.027,0.009
2008-01,-0.056,0.018,0.027,0.009
2008-02,-0.063,0.019,0.028,0.01
2008-03,-0.105,0.019,0.028,0.01
2008-04,-0.048,0.019,0.028,0.01
2008-05,0.013,0.019,0.028,0.01
2008-06,0.061,0.019,0.028,0.01
2008-07,0.072,0.019,0.028,0.01
2008-08,0.087,0.02,0.029,0.011
2008-09,0.047,0.02,0.029,0.011
2008-10,0.012,0.02,0.029,0.011
2008-11,0.0,0.02,0.029,0.011
2008-12,0.001,0.02,0.029,0.011
2009-01,-0.021,0.02,0.029,0.011
2009-02,-0.028,0.021,0.03,0.012
2009-03,0.007,0.021,0.03,0.012
2009-04,-0.022,0.021,0.031,0.011
2009-05,0.014,0.021,0.031,0.011
2009-06,0.02,0.021,0.031,0.011
2009-07,-0.007,0.021,0.031,0.011
2009-08,-0.007,0.022,0.032,0.012
2009-09,0.027,0.022,0.032,0.012
2009-10,0.071,0.022,0.032,0.012
2009-11,0.026,0.022,0.032,0.012
2009-12,0.079,0.022,0.032,0.012
2010-01,0.063,0.022,0.032,0.012
2010-02,0.08,0.023,0.033,0.013
2010-03,-0.012,0.023,0.033,0.013
2010-05,-0.023,0.023,0.033,0.013
2010-06,0.001,0.023,0.033,0.013
2010-07,-0.035,0.023,0.033,0.013
2010-08,-0.035,0.024,0.034,0.014
2010-09,-0.043,0.024,0.034,0.014
2010-10,-0.041,0.024,0.034,0.014
2010-11,-0.042,0.024,0.034,0.014
2010-12,-0.015,0.024,0.034,0.014
2011-01,-0.001,0.024,0.034,0.014
2011-02,-0.024,0.025,0.035,0.015
2011-03,-0.022,0.025,0.035,0.015
2011-04,0.055,0.025,0.035,0.015
2011-05,0.055,0.025,0.035,0.015
2011-06,0.04,0.025,0.035,0.015
2011-07,0.067,0.025,0.035,0.015
2011-08,0.017,0.026,0.036,0.016
2011-09,-0.012,0.026,0.036,0.016
2011-10,-0.027,0.026,0.036,0.016
2011-11,-0.037,0.026,0.036,0.016
2011-12,-0.023,0.026,0.036,0.016
2012-01,-0.01,0.026,0.036,0.016
2012-02,-0.003,0.027,0.037,0.017
2012-03,0.014,0.027,0.037,0.017
2012-04,0.03,0.027,0.037,0.017
2012-05,0.063,0.027,0.037,0.017
2012-06,0.088,0.027,0.037,0.017
2012-07,0.032,0.027,0.037,0.017
2012-08,0.085,0.028,0.038,0.018
2012-09,0.071,0.028,0.038,0.018
2012-10,0.075,0.028,0.038,0.018
2012-11,0.029,0.028,0.038,0.018
2012-12,0.03,0.028,0.038,0.018
2013-01,-0.018,0.028,0.038,0.018
2013-02,-0.004,0.029,0.039,0.019
2013-03,0.026,0.029,0.039,0.019
2013-04,0.045,0.029,0.039,0.019
2013-05,0.034,0.029,0.039,0.019
2013-06,0.028,0.029,0.039,0.019
2013-07,0.021,0.029,0.039,0.019
2013-08,-0.006,0.03,0.04,0.02
2013-09,0.039,0.03,0.04,0.02
2013-10,0.054,0.03,0.04,0.02
2013-11,0.043,0.03,0.04,0.02
2013-12,0.039,0.03,0.04,0.02
2014-01,0.067,0.03,0.04,0.02
2014-02,0.021,0.031,0.041,0.021
2014-03,0.051,0.031,0.041,0.021
2014-04,0.088,0.031,0.041,0.021
2014-05,0.113,0.031,0.041,0.021
2014-06,0.09,0.031,0.041,0.021
2014-07,0.072,0.031,0.041,0.021
2014-08,0.042,0.032,0.042,0.022
2014-09,0.121,0.032,0.042,0.022
2014-10,0.138,0.032,0.042,0.022
2014-11,0.066,0.032,0.042,0.022
2014-12,0.109,0.032,0.042,0.022
2015-01,0.074,0.033,0.043,0.023
2015-02,0.101,0.033,0.043,0.023
2015-03,0.111,0.033,0.043,0.023
2015-04,0.091,0.033,0.044,0.022
2015-05,0.096,0.033,0.044,0.022
2015-06,0.106,0.033,0.044,0.022
2015-07,0.127,0.034,0.045,0.023
2015-08,0.07,0.034,0.045,0.023
2015-09,0.176,0.034,0.045,0.023
2015-10,0.2,0.034,0.045,0.023
2015-11,0.171,0.034,0.045,0.023
2015-12,0.156,0.034,0.045,0.023
2016-01,0.068,0.035,0.046,0.024
2016-02,0.093,0.035,0.046,0.024
2016-03,0.088,0.035,0.046,0.024
2016-04,0.028,0.035,0.046,0.024
2016-05,0.008,0.035,0.046,0.024
2016-06,0.031,0.035,0.046,0.024
2016-07,0.029,0.036,0.047,0.025
2016-08,0.031,0.036,0.047,0.025
2016-09,0.026,0.036,0.047,0.025
2016-10,0.007,0.036,0.047,0.025
2016-11,0.018,0.036,0.047,0.025
2016-12,0.01,0.036,0.047,0.025
2017-01,0.021,0.037,0.048,0.026
2017-02,0.024,0.037,0.048,0.026
2017-03,0.035,0.037,0.048,0.026
2017-04,0.012,0.037,0.048,0.026
2017-05,0.026,0.037,0.048,0.026
2017-06,0.044,0.037,0.048,0.026
2017-07,0.037,0.038,0.049,0.027
2017-08,0.038,0.038,0.049,0.027
2017-09,0.025,0.038,0.049,0.027
2017-10,0.035,0.038,0.049,0.027
2017-11,0.01,0.038,0.049,0.027
2017-12,0.032,0.038,0.049,0.027
2018-01,0.018,0.039,0.05,0.028
2018-02,0.04,0.039,0.05,0.028
2018-03,0.007,0.039,0.05,0.028
2018-04,0.001,0.039,0.05,0.028
2018-05,0.016,0.039,0.05,0.028
2018-06,0.036,0.039,0.05,0.028
2018-07,0.043,0.04,0.051,0.029
2018-08,0.054,0.04,0.051,0.029
2018-09,0.028,0.04,0.051,0.029
2018-10,0.081,0.04,0.051,0.029
2018-11,0.083,0.04,0.051,0.029
2018-12,0.05,0.04,0.051,0.029
2019-01,0.048,0.041,0.052,0.03
2019-02,0.021,0.041,0.052,0.03
2019-03,0.034,0.041,0.052,0.03
2019-04,0.061,0.041,0.052,0.03
2019-05,0.019,0.041,0.052,0.03
2019-06,0.03,0.041,0.052,0.03
2019-07,0.006,0.042,0.053,0.031
2019-08,-0.008,0.042,0.053,0.031
2019-09,0.036,0.042,0.053,0.031
2019-10,0.019,0.042,0.053,0.031
2019-11,0.097,0.042,0.053,0.031
2019-12,0.053,0.042,0.053,0.031
2020-01,0.031,0.043,0.054,0.032
2020-02,0.063,0.043,0.054,0.032
2020-03,0.055,0.043,0.054,0.032
2020-04,0.025,0.043,0.054,0.032
2020-05,0.035,0.043,0.054,0.032
2020-06,0.013,0.043,0.054,0.032
2020-07,0.01,0.044,0.055,0.033
2020-08,0.029,0.044,0.055,0.033
2020-09,0.024,0.044,0.055,0.033
2020-10,0.028,0.044,0.055,0.033
2020-11,-0.018,0.044,0.055,0.033
2020-12,-0.011,0.044,0.055,0.033
2021-01,0.017,0.045,0.057,0.033
2021-02,-0.018,0.045,0.057,0.033
2021-03,-0.021,0.045,0.057,0.033
2021-04,0.044,0.045,0.057,0.033
2021-05,0.049,0.045,0.057,0.033
2021-06,0.061,0.045,0.057,0.033
2021-07,0.033,0.046,0.058,0.034
2021-08,0.031,0.046,0.058,0.034
2021-09,-0.002,0.046,0.058,0.034
2021-10,0.012,0.046,0.058,0.034
2021-11,-0.014,0.046,0.058,0.034
2021-12,0.018,0.046,0.058,0.034
2022-01,0.026,0.047,0.059,0.035
2022-02,0.017,0.047,0.059,0.035
2022-03,0.029,0.047,0.059,0.035
2022-04,0.011,0.047,0.059,0.035
2022-05,0.017,0.047,0.059,0.035
2022-06,0.068,0.047,0.059,0.035
2022-07,0.016,0.048,0.06,0.036
2022-08,0.027,0.048,0.06,0.036
2022-09,0.061,0.048,0.06,0.036
2022-10,0.025,0.048,0.06,0.036
2022-11,0.001,0.048,0.06,0.036
2022-12,0.019,0.048,0.06,0.036
2023-01,0.025,0.049,0.061,0.037
2023-02,0.022,0.049,0.061,0.037
2023-03,0.0,0.049,0.061,0.037
2023-04,0.034,0.049,0.061,0.037
2023-05,0.096,0.049,0.061,0.037
2023-06,0.043,0.05,0.062,0.038
2023-07,0.088,0.05,0.062,0.038
2023-08,0.095,0.05,0.062,0.038
2023-09,0.065,0.05,0.062,0.038
2023-10,0.113,0.05,0.062,0.038
2023-11,0.118,0.05,0.062,0.038
2023-12,0.12,0.051,0.063,0.039
2024-01,0.058,0.051,0.063,0.039
2024-02,0.058,0.051,0.063,0.039
2024-03,0.031,0.051,0.063,0.039
2024-04,0.022,0.051,0.063,0.039
2024-05,0.015,0.051,0.063,0.039
2024-06,0.041,0.052,0.064,0.04
2024-07,0.022,0.052,0.064,0.04
2024-08,0.027,0.052,0.064,0.04
2024-09,0.019,0.052,0.064,0.04
2024-10,0.024,0.052,0.064,0.04
2024-11,-0.024,0.052,0.064,0.04
2024-12,-0.023,0.053,0.065,0.041
2025-01,-0.003,0.053,0.065,0.041
2025-02,-0.03,0.053,0.065,0.041
2025-03,0.005,0.053,0.065,0.041
2025-04,0.024,0.053,0.065,0.041
2025-05,0.063,0.053,0.065,0.041
2025-06,0.072,0.054,0.066,0.042
2025-07,0.036,0.054,0.066,0.042
2025-08,0.048,0.054,0.066,0.042
2025-09,0.038,0.054,0.066,0.042
2025-10,0.041,0.054,0.066,0.042
2025-11,0.07,,,
2025-12,0.082,,,
2026-01,0.084,,,
2026-02,0.087,,,
